instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekend
577,2012-07-30,Fall,2012,Jul,0,Monday,1,Clear or Partly Cloudy,29.964153,34.24935,0.66875,0.153617,1040,6065,7105,0
578,2012-07-31,Fall,2012,Jul,0,Tuesday,1,Clear or Partly Cloudy,29.246653,33.144800000000004,0.704167,0.165425,968,6248,7216,0
579,2012-08-01,Fall,2012,Aug,0,Wednesday,1,Clear or Partly Cloudy,29.4175,33.3654,0.6775,0.141179,1074,6506,7580,0
580,2012-08-02,Fall,2012,Aug,0,Thursday,1,Clear or Partly Cloudy,30.8525,35.354400000000005,0.659583,0.129354,983,6278,7261,0
581,2012-08-03,Fall,2012,Aug,0,Friday,1,Mist or Cloudy,31.399153,36.143350000000005,0.6425,0.215792,1328,5847,7175,0
582,2012-08-04,Fall,2012,Aug,0,Saturday,0,Clear or Partly Cloudy,32.526652999999996,37.56335,0.613333,0.257458,2345,4479,6824,1
583,2012-08-05,Fall,2012,Aug,0,Sunday,0,Clear or Partly Cloudy,31.535847,36.55395,0.6525,0.290421,1707,3757,5464,1
584,2012-08-06,Fall,2012,Aug,0,Monday,1,Mist or Cloudy,30.8525,35.5123,0.654167,0.129354,1233,5780,7013,0
585,2012-08-07,Fall,2012,Aug,0,Tuesday,1,Mist or Cloudy,30.169152999999998,34.88105,0.70375,0.116908,1278,5995,7273,0
586,2012-08-08,Fall,2012,Aug,0,Wednesday,1,Mist or Cloudy,30.75,35.385850000000005,0.672917,0.1107,1263,6271,7534,0
587,2012-08-09,Fall,2012,Aug,0,Thursday,1,Clear or Partly Cloudy,30.989152999999998,34.9754,0.620417,0.1561,1196,6090,7286,0
588,2012-08-10,Fall,2012,Aug,0,Friday,1,Mist or Cloudy,29.349153,33.3971,0.715833,0.238813,1065,4721,5786,0
589,2012-08-11,Fall,2012,Aug,0,Saturday,0,Mist or Cloudy,28.392500000000002,31.91335,0.732917,0.206479,2247,4052,6299,1
590,2012-08-12,Fall,2012,Aug,0,Sunday,0,Clear or Partly Cloudy,28.734153000000003,32.22895,0.530417,0.122512,2182,4362,6544,1
591,2012-08-13,Fall,2012,Aug,0,Monday,1,Clear or Partly Cloudy,29.554153,33.112700000000004,0.545417,0.136212,1207,5676,6883,0
592,2012-08-14,Fall,2012,Aug,0,Tuesday,1,Clear or Partly Cloudy,29.793346999999997,33.838950000000004,0.686667,0.169158,1128,5656,6784,0
593,2012-08-15,Fall,2012,Aug,0,Wednesday,1,Clear or Partly Cloudy,28.973347,32.70185,0.619583,0.169771,1198,6149,7347,0
594,2012-08-16,Fall,2012,Aug,0,Thursday,1,Clear or Partly Cloudy,29.485847,32.7344,0.519167,0.141796,1338,6267,7605,0
595,2012-08-17,Fall,2012,Aug,0,Friday,1,Clear or Partly Cloudy,29.656653,12.120000000000001,0.570833,0.231354,1483,5665,7148,0
596,2012-08-18,Fall,2012,Aug,0,Saturday,0,Clear or Partly Cloudy,27.811653,30.903550000000003,0.603333,0.177867,2827,5038,7865,1
597,2012-08-19,Fall,2012,Aug,0,Sunday,0,Mist or Cloudy,26.069153,30.1777,0.711667,0.08645,1208,3341,4549,1
598,2012-08-20,Fall,2012,Aug,0,Monday,1,Mist or Cloudy,26.069153,29.798350000000003,0.734167,0.129979,1026,5504,6530,0
599,2012-08-21,Fall,2012,Aug,0,Tuesday,1,Clear or Partly Cloudy,26.615847000000002,30.051250000000003,0.67375,0.0727708,1081,5925,7006,0
600,2012-08-22,Fall,2012,Aug,0,Wednesday,1,Clear or Partly Cloudy,27.3675,31.0927,0.677083,0.0702833,1094,6281,7375,0
601,2012-08-23,Fall,2012,Aug,0,Thursday,1,Clear or Partly Cloudy,28.529153,31.8504,0.635833,0.0845958,1363,6402,7765,0
602,2012-08-24,Fall,2012,Aug,0,Friday,1,Mist or Cloudy,28.802500000000002,32.355000000000004,0.615,0.0721458,1325,6257,7582,0
603,2012-08-25,Fall,2012,Aug,0,Saturday,0,Mist or Cloudy,27.128347,30.934800000000003,0.712917,0.244408,1829,4224,6053,1
604,2012-08-26,Fall,2012,Aug,0,Sunday,0,Mist or Cloudy,26.786653,29.799799999999998,0.845833,0.228858,1483,3772,5255,1
605,2012-08-27,Fall,2012,Aug,0,Monday,1,Clear or Partly Cloudy,28.836653,32.7344,0.730417,0.128733,989,5928,6917,0
606,2012-08-28,Fall,2012,Aug,0,Tuesday,1,Clear or Partly Cloudy,29.861653,33.3025,0.62,0.190925,935,6105,7040,0
607,2012-08-29,Fall,2012,Aug,0,Wednesday,1,Clear or Partly Cloudy,28.085,31.786649999999998,0.552083,0.112562,1177,6520,7697,0
608,2012-08-30,Fall,2012,Aug,0,Thursday,1,Clear or Partly Cloudy,28.973347,32.63895,0.590417,0.0771167,1172,6541,7713,0
609,2012-08-31,Fall,2012,Aug,0,Friday,1,Clear or Partly Cloudy,31.330847000000002,34.47,0.5875,0.168533,1433,5917,7350,0
610,2012-09-01,Fall,2012,Sept,0,Saturday,0,Mist or Cloudy,30.886653000000003,35.1327,0.638333,0.113187,2352,3788,6140,1
611,2012-09-02,Fall,2012,Sept,0,Sunday,0,Mist or Cloudy,28.563347,32.45,0.815,0.0640708,2613,3197,5810,1
612,2012-09-03,Fall,2012,Sept,1,Monday,0,Clear or Partly Cloudy,29.0075,33.081450000000004,0.790833,0.151121,1965,4069,6034,0
613,2012-09-04,Fall,2012,Sept,0,Tuesday,1,Clear or Partly Cloudy,29.759152999999998,34.3444,0.755,0.236321,867,5997,6864,0
614,2012-09-05,Fall,2012,Sept,0,Wednesday,1,Clear or Partly Cloudy,30.203346999999997,35.44915,0.74125,0.187808,832,6280,7112,0
615,2012-09-06,Fall,2012,Sept,0,Thursday,1,Mist or Cloudy,28.563347,32.766450000000006,0.810417,0.142421,611,5592,6203,0
616,2012-09-07,Fall,2012,Sept,0,Friday,1,Clear or Partly Cloudy,28.836653,32.8602,0.73625,0.171646,1045,6459,7504,0
617,2012-09-08,Fall,2012,Sept,0,Saturday,0,Mist or Cloudy,27.025847,30.556050000000003,0.799167,0.281104,1557,4419,5976,1
618,2012-09-09,Fall,2012,Sept,0,Sunday,0,Clear or Partly Cloudy,25.009999999999998,28.946250000000003,0.5475,0.224496,2570,5657,8227,1
619,2012-09-10,Fall,2012,Sept,0,Monday,1,Clear or Partly Cloudy,23.916653,28.2827,0.50375,0.258713,1118,6407,7525,0
620,2012-09-11,Fall,2012,Sept,0,Tuesday,1,Clear or Partly Cloudy,23.677500000000002,27.7146,0.52,0.0920542,1070,6697,7767,0
621,2012-09-12,Fall,2012,Sept,0,Wednesday,1,Clear or Partly Cloudy,24.565847,28.50375,0.577083,0.131846,1050,6820,7870,0
622,2012-09-13,Fall,2012,Sept,0,Thursday,1,Clear or Partly Cloudy,25.1125,28.9779,0.637083,0.0827208,1054,6750,7804,0
623,2012-09-14,Fall,2012,Sept,0,Friday,1,Clear or Partly Cloudy,25.966653,29.704150000000002,0.6725,0.103863,1379,6630,8009,0
624,2012-09-15,Fall,2012,Sept,0,Saturday,0,Clear or Partly Cloudy,24.941653000000002,29.29335,0.501667,0.247521,3160,5554,8714,1
625,2012-09-16,Fall,2012,Sept,0,Sunday,0,Clear or Partly Cloudy,23.779999999999998,28.15625,0.57,0.0901833,2166,5167,7333,1
626,2012-09-17,Fall,2012,Sept,0,Monday,1,Mist or Cloudy,23.814153,27.652500000000003,0.734583,0.151742,1022,5847,6869,0
627,2012-09-18,Fall,2012,Sept,0,Tuesday,1,Mist or Cloudy,25.556653,28.253349999999998,0.8725,0.357587,371,3702,4073,0
628,2012-09-19,Fall,2012,Sept,0,Wednesday,1,Clear or Partly Cloudy,22.6525,27.0202,0.536667,0.215175,788,6803,7591,0
629,2012-09-20,Fall,2012,Sept,0,Thursday,1,Clear or Partly Cloudy,22.413347,26.6096,0.618333,0.118167,939,6781,7720,0
630,2012-09-21,Fall,2012,Sept,0,Friday,1,Clear or Partly Cloudy,24.565847,28.59855,0.66875,0.154229,1250,6917,8167,0
631,2012-09-22,Fall,2012,Sept,0,Saturday,0,Clear or Partly Cloudy,26.650000000000002,30.5244,0.646667,0.283583,2512,5883,8395,1
632,2012-09-23,Winter,2012,Sept,0,Sunday,0,Clear or Partly Cloudy,21.695847,25.946649999999998,0.467083,0.223258,2454,5453,7907,1
633,2012-09-24,Winter,2012,Sept,0,Monday,1,Clear or Partly Cloudy,21.080847000000002,25.12565,0.492917,0.142404,1001,6435,7436,0
634,2012-09-25,Winter,2012,Sept,0,Tuesday,1,Clear or Partly Cloudy,22.55,27.208949999999998,0.57,0.236321,845,6693,7538,0
635,2012-09-26,Winter,2012,Sept,0,Wednesday,1,Clear or Partly Cloudy,26.035,29.83065,0.630833,0.2444,787,6946,7733,0
636,2012-09-27,Winter,2012,Sept,0,Thursday,1,Mist or Cloudy,26.650000000000002,30.398750000000003,0.690833,0.134342,751,6642,7393,0
637,2012-09-28,Winter,2012,Sept,0,Friday,1,Mist or Cloudy,25.385847000000002,29.29315,0.69,0.164179,1045,6370,7415,0
638,2012-09-29,Winter,2012,Sept,0,Saturday,0,Clear or Partly Cloudy,22.2425,26.5148,0.542917,0.227604,2589,5966,8555,1
639,2012-09-30,Winter,2012,Sept,0,Sunday,0,Clear or Partly Cloudy,21.593347,25.88315,0.583333,0.134958,2015,4874,6889,1
640,2012-10-01,Winter,2012,Oct,0,Monday,1,Mist or Cloudy,21.354153,25.6,0.649167,0.0908042,763,6015,6778,0
641,2012-10-02,Winter,2012,Oct,0,Tuesday,1,Light Snow or Rain,24.224153,27.116649999999996,0.871667,0.104475,315,4324,4639,0
642,2012-10-03,Winter,2012,Oct,0,Wednesday,1,Mist or Cloudy,26.9575,29.95665,0.79375,0.0665458,728,6844,7572,0
643,2012-10-04,Winter,2012,Oct,0,Thursday,1,Mist or Cloudy,26.9575,30.398750000000003,0.722917,0.117546,891,6437,7328,0
644,2012-10-05,Winter,2012,Oct,0,Friday,1,Clear or Partly Cloudy,25.215,29.00935,0.6275,0.10635,1516,6640,8156,0
645,2012-10-06,Winter,2012,Oct,0,Saturday,0,Clear or Partly Cloudy,22.720847,26.92605,0.664167,0.268025,3031,4934,7965,1
646,2012-10-07,Winter,2012,Oct,0,Sunday,0,Mist or Cloudy,17.049153,20.99065,0.708333,0.141162,781,2729,3510,1
647,2012-10-08,Winter,2012,Oct,1,Monday,0,Mist or Cloudy,15.716652999999999,19.3804,0.709583,0.189679,874,4604,5478,0
648,2012-10-09,Winter,2012,Oct,0,Tuesday,1,Mist or Cloudy,18.313347,21.9056,0.761667,0.1903,601,5791,6392,0
649,2012-10-10,Winter,2012,Oct,0,Wednesday,1,Clear or Partly Cloudy,21.080847000000002,25.1571,0.630833,0.187821,780,6911,7691,0
650,2012-10-11,Winter,2012,Oct,0,Thursday,1,Clear or Partly Cloudy,17.835,21.55835,0.463333,0.181596,834,6736,7570,0
651,2012-10-12,Winter,2012,Oct,0,Friday,1,Clear or Partly Cloudy,17.9375,21.65355,0.539167,0.235092,1060,6222,7282,0
652,2012-10-13,Winter,2012,Oct,0,Saturday,0,Clear or Partly Cloudy,16.126653,19.5698,0.494583,0.146142,2252,4857,7109,1
653,2012-10-14,Winter,2012,Oct,0,Sunday,0,Clear or Partly Cloudy,21.388347,25.4102,0.640417,0.278612,2080,4559,6639,1
654,2012-10-15,Winter,2012,Oct,0,Monday,1,Mist or Cloudy,23.028347,26.9575,0.7075,0.296037,760,5115,5875,0
655,2012-10-16,Winter,2012,Oct,0,Tuesday,1,Clear or Partly Cloudy,19.201653,23.042299999999997,0.558333,0.182221,922,6612,7534,0
656,2012-10-17,Winter,2012,Oct,0,Wednesday,1,Clear or Partly Cloudy,18.689153,22.5054,0.692917,0.101371,979,6482,7461,0
657,2012-10-18,Winter,2012,Oct,0,Thursday,1,Mist or Cloudy,21.4225,25.63125,0.728333,0.236937,1008,6501,7509,0
658,2012-10-19,Winter,2012,Oct,0,Friday,1,Mist or Cloudy,23.096653,26.894800000000004,0.815,0.134954,753,4671,5424,0
659,2012-10-20,Winter,2012,Oct,0,Saturday,0,Clear or Partly Cloudy,19.850847,23.6421,0.572917,0.117537,2806,5284,8090,1
660,2012-10-21,Winter,2012,Oct,0,Sunday,0,Clear or Partly Cloudy,19.030847,22.82145,0.51,0.166054,2132,4692,6824,1
661,2012-10-22,Winter,2012,Oct,0,Monday,1,Clear or Partly Cloudy,19.9875,24.1471,0.568333,0.0814833,830,6228,7058,0
662,2012-10-23,Winter,2012,Oct,0,Tuesday,1,Clear or Partly Cloudy,22.310847,26.5152,0.641667,0.0945458,841,6625,7466,0
663,2012-10-24,Winter,2012,Oct,0,Wednesday,1,Clear or Partly Cloudy,24.087500000000002,27.93605,0.63625,0.0727792,795,6898,7693,0
664,2012-10-25,Winter,2012,Oct,0,Thursday,1,Mist or Cloudy,22.55,26.4844,0.800417,0.124375,875,6484,7359,0
665,2012-10-26,Winter,2012,Oct,0,Friday,1,Mist or Cloudy,22.379153000000002,26.137500000000003,0.807083,0.132467,1182,6262,7444,0
666,2012-10-27,Winter,2012,Oct,0,Saturday,0,Mist or Cloudy,21.73,25.756649999999997,0.72,0.235692,2643,5209,7852,1
667,2012-10-28,Winter,2012,Oct,0,Sunday,0,Mist or Cloudy,19.5775,23.38855,0.694583,0.398008,998,3461,4459,1
668,2012-10-29,Winter,2012,Oct,0,Monday,1,Light Snow or Rain,18.04,21.97,0.88,0.3582,2,20,22,0
669,2012-10-30,Winter,2012,Oct,0,Tuesday,1,Mist or Cloudy,13.045462,15.49545,0.825455,0.213009,87,1009,1096,0
670,2012-10-31,Winter,2012,Oct,0,Wednesday,1,Mist or Cloudy,14.657499999999999,18.055,0.666667,0.166667,419,5147,5566,0
671,2012-11-01,Winter,2012,Nov,0,Thursday,1,Mist or Cloudy,14.999153000000002,18.4971,0.581667,0.157346,466,5520,5986,0
672,2012-11-02,Winter,2012,Nov,0,Friday,1,Clear or Partly Cloudy,14.555,17.802100000000003,0.522083,0.266175,618,5229,5847,0
673,2012-11-03,Winter,2012,Nov,0,Saturday,0,Mist or Cloudy,14.076653,16.1923,0.49125,0.270529,1029,4109,5138,1
674,2012-11-04,Winter,2012,Nov,0,Sunday,0,Clear or Partly Cloudy,13.359153,16.4769,0.532917,0.179108,1201,3906,5107,1
675,2012-11-05,Winter,2012,Nov,0,Monday,1,Clear or Partly Cloudy,13.085847,15.403749999999999,0.494167,0.236325,378,4881,5259,0
676,2012-11-06,Winter,2012,Nov,0,Tuesday,1,Clear or Partly Cloudy,11.514153,14.07835,0.567083,0.173513,466,5220,5686,0
677,2012-11-07,Winter,2012,Nov,0,Wednesday,1,Mist or Cloudy,12.129153,13.73105,0.5475,0.304108,326,4709,5035,0
678,2012-11-08,Winter,2012,Nov,0,Thursday,1,Clear or Partly Cloudy,14.439134,17.09455,0.333478,0.347835,340,4975,5315,0
679,2012-11-09,Winter,2012,Nov,0,Friday,1,Clear or Partly Cloudy,14.828347,17.77065,0.540833,0.214558,709,5283,5992,0
680,2012-11-10,Winter,2012,Nov,0,Saturday,0,Clear or Partly Cloudy,15.955846999999999,19.696849999999998,0.645417,0.0578458,2090,4446,6536,1
681,2012-11-11,Winter,2012,Nov,0,Sunday,0,Clear or Partly Cloudy,17.254153000000002,21.08565,0.659167,0.1275,2290,4562,6852,1
682,2012-11-12,Winter,2012,Nov,1,Monday,0,Clear or Partly Cloudy,19.884999999999998,23.76915,0.741667,0.173517,1097,5172,6269,0
683,2012-11-13,Winter,2012,Nov,0,Tuesday,1,Mist or Cloudy,14.076653,16.16125,0.662917,0.342046,327,3767,4094,0
684,2012-11-14,Winter,2012,Nov,0,Wednesday,1,Clear or Partly Cloudy,11.855847,14.07815,0.552083,0.199625,373,5122,5495,0
685,2012-11-15,Winter,2012,Nov,0,Thursday,1,Mist or Cloudy,13.188346999999998,16.2246,0.620417,0.152987,320,5125,5445,0
686,2012-11-16,Winter,2012,Nov,0,Friday,1,Clear or Partly Cloudy,14.145,17.3602,0.524583,0.171025,484,5214,5698,0
687,2012-11-17,Winter,2012,Nov,0,Saturday,0,Clear or Partly Cloudy,13.325000000000001,16.31915,0.545417,0.179729,1313,4316,5629,1
688,2012-11-18,Winter,2012,Nov,0,Sunday,0,Clear or Partly Cloudy,14.0425,16.8873,0.692917,0.227612,922,3747,4669,1
689,2012-11-19,Winter,2012,Nov,0,Monday,1,Mist or Cloudy,15.614152999999998,18.78105,0.623333,0.235067,449,5050,5499,0
690,2012-11-20,Winter,2012,Nov,0,Tuesday,1,Mist or Cloudy,15.340847000000002,19.03335,0.685,0.082725,534,5100,5634,0
691,2012-11-21,Winter,2012,Nov,0,Wednesday,1,Clear or Partly Cloudy,14.486653,18.2446,0.61375,0.103246,615,4531,5146,0
692,2012-11-22,Winter,2012,Nov,1,Thursday,0,Clear or Partly Cloudy,13.940000000000001,17.518549999999998,0.580417,0.0528708,955,1470,2425,0
693,2012-11-23,Winter,2012,Nov,0,Friday,1,Clear or Partly Cloudy,15.101653,18.93895,0.56875,0.148021,1603,2307,3910,0
694,2012-11-24,Winter,2012,Nov,0,Saturday,0,Clear or Partly Cloudy,11.411653,12.4371,0.404583,0.376871,532,1745,2277,1
695,2012-11-25,Winter,2012,Nov,0,Sunday,0,Clear or Partly Cloudy,10.079153,12.879150000000001,0.468333,0.1505,309,2115,2424,1
696,2012-11-26,Winter,2012,Nov,0,Monday,1,Clear or Partly Cloudy,12.846652999999998,16.950200000000002,0.535417,0.04665,337,4750,5087,0
697,2012-11-27,Winter,2012,Nov,0,Tuesday,1,Mist or Cloudy,11.958347,14.0779,0.786667,0.237562,123,3836,3959,0
698,2012-11-28,Winter,2012,Nov,0,Wednesday,1,Clear or Partly Cloudy,12.163347,14.488100000000001,0.50625,0.210821,198,5062,5260,0
699,2012-11-29,Winter,2012,Nov,0,Thursday,1,Clear or Partly Cloudy,11.51567,14.921100000000001,0.555652,0.115522,243,5080,5323,0
700,2012-11-30,Winter,2012,Nov,0,Friday,1,Clear or Partly Cloudy,12.231653000000001,16.193350000000002,0.649583,0.0584708,362,5306,5668,0
701,2012-12-01,Winter,2012,Dec,0,Saturday,0,Mist or Cloudy,12.231653000000001,15.8452,0.806667,0.0597042,951,4240,5191,1
702,2012-12-02,Winter,2012,Dec,0,Sunday,0,Mist or Cloudy,14.247499999999999,17.9604,0.823333,0.124379,892,3757,4649,1
703,2012-12-03,Winter,2012,Dec,0,Monday,1,Clear or Partly Cloudy,18.552500000000002,22.7898,0.7675,0.0827208,555,5679,6234,0
704,2012-12-04,Winter,2012,Dec,0,Tuesday,1,Clear or Partly Cloudy,19.509153,23.4527,0.73375,0.174129,551,6055,6606,0
705,2012-12-05,Winter,2012,Dec,0,Wednesday,1,Clear or Partly Cloudy,17.971653,21.4006,0.485,0.324021,331,5398,5729,0
706,2012-12-06,Winter,2012,Dec,0,Thursday,1,Clear or Partly Cloudy,10.489152999999998,12.9102,0.50875,0.174754,340,5035,5375,0
707,2012-12-07,Winter,2012,Dec,0,Friday,1,Mist or Cloudy,13.154152999999999,16.097900000000003,0.764167,0.1306,349,4659,5008,0
708,2012-12-08,Winter,2012,Dec,0,Saturday,0,Mist or Cloudy,15.648347,19.4754,0.91125,0.101379,1153,4429,5582,1
709,2012-12-09,Winter,2012,Dec,0,Sunday,0,Mist or Cloudy,15.750846999999998,19.5073,0.905417,0.157975,441,2787,3228,1
710,2012-12-10,Winter,2012,Dec,0,Monday,1,Mist or Cloudy,17.869153,21.77875,0.925,0.190308,329,4841,5170,0
711,2012-12-11,Winter,2012,Dec,0,Tuesday,1,Mist or Cloudy,14.486653,16.91815,0.596667,0.296037,282,5219,5501,0
712,2012-12-12,Winter,2012,Dec,0,Wednesday,1,Mist or Cloudy,12.1975,14.8669,0.538333,0.162937,310,5009,5319,0
713,2012-12-13,Winter,2012,Dec,0,Thursday,1,Clear or Partly Cloudy,12.129153,14.7094,0.485833,0.174129,425,5107,5532,0
714,2012-12-14,Winter,2012,Dec,0,Friday,1,Clear or Partly Cloudy,11.548347,14.7096,0.642917,0.131229,429,5182,5611,0
715,2012-12-15,Winter,2012,Dec,0,Saturday,0,Clear or Partly Cloudy,13.290847,16.91915,0.650417,0.10635,767,4280,5047,1
716,2012-12-16,Winter,2012,Dec,0,Sunday,0,Mist or Cloudy,14.862499999999999,18.4969,0.83875,0.100742,538,3248,3786,1
717,2012-12-17,Winter,2012,Dec,0,Monday,1,Mist or Cloudy,16.126653,20.075000000000003,0.907083,0.0982583,212,4373,4585,0
718,2012-12-18,Winter,2012,Dec,0,Tuesday,1,Clear or Partly Cloudy,16.844153,20.485400000000002,0.66625,0.221404,433,5124,5557,0
719,2012-12-19,Winter,2012,Dec,0,Wednesday,1,Clear or Partly Cloudy,13.6325,17.1081,0.625417,0.184092,333,4934,5267,0
720,2012-12-20,Winter,2012,Dec,0,Thursday,1,Mist or Cloudy,13.530000000000001,16.760849999999998,0.667917,0.132463,314,3814,4128,0
721,2012-12-21,Spring,2012,Dec,0,Friday,1,Mist or Cloudy,13.393346999999999,15.08835,0.556667,0.374383,221,3402,3623,0
722,2012-12-22,Spring,2012,Dec,0,Saturday,0,Clear or Partly Cloudy,10.899153,11.80565,0.44125,0.407346,205,1544,1749,1
723,2012-12-23,Spring,2012,Dec,0,Sunday,0,Clear or Partly Cloudy,10.079153,12.97355,0.515417,0.133083,408,1379,1787,1
724,2012-12-24,Spring,2012,Dec,0,Monday,1,Mist or Cloudy,9.483464,12.945,0.791304,0.0772304,174,746,920,0
725,2012-12-25,Spring,2012,Dec,1,Tuesday,0,Mist or Cloudy,11.943464,14.723249999999998,0.734783,0.168726,440,573,1013,0
726,2012-12-26,Spring,2012,Dec,0,Wednesday,1,Light Snow or Rain,9.976652999999999,11.01665,0.823333,0.316546,9,432,441,0
727,2012-12-27,Spring,2012,Dec,0,Thursday,1,Mist or Cloudy,10.420846999999998,11.3321,0.652917,0.350133,247,1867,2114,0
728,2012-12-28,Spring,2012,Dec,0,Friday,1,Mist or Cloudy,10.386652999999999,12.7523,0.59,0.155471,644,2451,3095,0
729,2012-12-29,Spring,2012,Dec,0,Saturday,0,Mist or Cloudy,10.386652999999999,12.120000000000001,0.752917,0.124383,159,1182,1341,1
730,2012-12-30,Spring,2012,Dec,0,Sunday,0,Clear or Partly Cloudy,10.489152999999998,11.584999999999999,0.483333,0.350754,364,1432,1796,1
731,2012-12-31,Spring,2012,Dec,0,Monday,1,Mist or Cloudy,8.849153,11.17435,0.5775,0.154846,439,2290,2729,0
